# Table from Asplund et al. (2009). https://ui.adsabs.harvard.edu/abs/2009ARA%26A..47..481A/abstract Submit data cleaning bugs to GalacticCEM@gmail.com
#
# Table 3: Representative isotopic abundance fractions [by number?] in the solar system. 
# Most of the isotopic values are taken from Rosman & Taylor (1998) 
# with updates for some elements, as discussed in Sect. 3.10.
#
# Name	Z		A		%	
Xe,	54	,	134	,	9.790
Xe,	54	,	136	,	7.954
Cs,	55	,	133	,	100.0
Ba,	56	,	130	,	0.106
Ba,	56	,	132	,	0.101
Ba,	56	,	134	,	2.417
Ba,	56	,	135	,	6.592
Ba,	56	,	136	,	7.854
Ba,	56	,	137	,	11.232
Ba,	56	,	138	,	71.698
La,	57	,	138	,	0.091
La,	57	,	139	,	99.909
Ce,	58	,	136	,	0.185
Ce,	58	,	138	,	0.251
Ce,	58	,	140	,	88.450
Ce,	58	,	142	,	11.114
Pr,	59	,	141	,	100.0
Nd,	60	,	142	,	27.044
Nd,	60	,	143	,	12.023
Nd,	60	,	144	,	23.729
Nd,	60	,	145	,	8.763
Nd,	60	,	146	,	17.130
Nd,	60	,	148	,	5.716
Nd,	60	,	150	,	5.596
# Prometheum
Sm,	62	,	144	,	3.07
Sm,	62	,	147	,	14.99
Sm,	62	,	148	,	11.24
Sm,	62	,	149	,	13.82
Sm,	62	,	150	,	7.38
Sm,	62	,	152	,	26.75
Sm,	62	,	154	,	22.75
Eu,	63	,	151	,	47.81
Eu,	63	,	153	,	52.19
Gd,	64	,	152	,	0.20
Gd,	64	,	154	,	2.18
Gd,	64	,	155	,	14.80
Gd,	64	,	156	,	20.47
Gd,	64	,	157	,	15.65
Gd,	64	,	158	,	24.84
Gd,	64	,	160	,	21.86
Tb,	65	,	159	,	100.0
Dy,	66	,	156	,	0.056
Dy,	66	,	158	,	0.095
Dy,	66	,	160	,	2.329
Dy,	66	,	161	,	18.889
Dy,	66	,	162	,	25.475
Dy,	66	,	163	,	24.896
Dy,	66	,	164	,	28.260
Ho,	67	,	165	,	100.0
Er,	68	,	162	,	0.139
Er,	68	,	164	,	1.601
Er,	68	,	166	,	33.503
Er,	68	,	167	,	22.869
Er,	68	,	168	,	26.978
Er,	68	,	170	,	14.910
Tm,	69	,	169	,	100.0
Yb,	70	,	168	,	0.12
Yb,	70	,	170	,	2.98
Yb,	70	,	171	,	14.09
Yb,	70	,	172	,	21.69
Yb,	70	,	173	,	16.10
Yb,	70	,	174	,	32.03
Yb,	70	,	176	,	13.00
Lu,	71	,	175	,	97.1795
Lu,	71	,	176	,	2.8205
Hf,	72	,	174	,	0.162
Hf,	72	,	176	,	5.206
Hf,	72	,	177	,	18.606
Hf,	72	,	178	,	27.297
Hf,	72	,	179	,	13.629
Hf,	72	,	180	,	35.100
Ta,	73	,	180	,	0.012
Ta,	73	,	181	,	99.988
 W,	74	,	180	,	0.12
 W,	74	,	182	,	26.50
 W,	74	,	183	,	14.31
 W,	74	,	184	,	30.64
 W,	74	,	186	,	28.43
Re,	75	,	185	,	35.662
Re,	75	,	187	,	64.338
Os,	76	,	184	,	0.020
Os,	76	,	186	,	1.598
Os,	76	,	187	,	1.271
Os,	76	,	188	,	13.337
Os,	76	,	189	,	16.261
Os,	76	,	190	,	26.444
Os,	76	,	192	,	41.070
Ir,	77	,	191	,	37.3
Ir,	77	,	193	,	62.7
Pt,	78	,	190	,	0.014
Pt,	78	,	192	,	0.782
Pt,	78	,	194	,	32.967
Pt,	78	,	195	,	33.832
Pt,	78	,	196	,	25.242
Pt,	78	,	198	,	7.163
Au,	79	,	197	,	100.0
Hg,	80	,	196	,	0.15
Hg,	80	,	198	,	9.97
Hg,	80	,	199	,	16.87
Hg,	80	,	200	,	23.10
Hg,	80	,	201	,	13.18
Hg,	80	,	202	,	29.86
Hg,	80	,	204	,	6.87
Tl,	81	,	203	,	29.524
Tl,	81	,	205	,	70.476
Pb,	82	,	204	,	1.997
Pb,	82	,	206	,	18.582
Pb,	82	,	207	,	20.563
Pb,	82	,	208	,	58.858
Bi,	83	,	209	,	100.0
Th,	90	,	232	,	100.0
 U,	92	,	234	,	0.002
 U,	92	,	235	,	24.286
 U,	92	,	238	,	75.712
# asplund3 = np.genfromtxt('input/physics/asplund09/table3.dat', names=['elemN','elemZ','elemA','percentage'], dtype=[('elemN', '<U2'), ('elemZ', '<i8'), ('elemA', '<i8'), ('percentage', 'float')], delimiter=',')
