# Original file from the Supplementary data of Karakas+10 (MNRAS,403,1413) https://cdsarc.unistra.fr/viz-bin/cat/J/MNRAS/403/1413 Submit Data manipulation bugs to GalacticCEM@gmail.com. I added the AtomicZ column
# Data also available for download at  https://academic.oup.com/mnras/article/403/3/1413/1048800#supplementary-data
# (1) Initial Mass M0	(2) Initial Metallicity Z0	(3) Final Mass M1	(4) Species i	(5) Atomic mass of the species i	
# (6) net yield	(7) mass of species i lost in the wind	(8) mass of species i initially present in the wind	
# (9) mass fraction of the average abundance of species i in the wind <X(i)>	(10) initial mass fraction of species i  X0(i)
# (11) production factor, f=log10(<X(i)>/X0(i))
#
# al-6 and al*6 are the ground and metastable state of 26Al, respectively
#
# Note (2): g represents the sum of abundances from ^64^Ni to Bi; an increase in g indicates that neutron captures have occurred 
# beyond the end of the network.
#
#
#table4 = np.genfromtxt('tablea4_Z0.004.dat', delimiter=',', names=['Mini','Zini','Mfin','Symb','AtomicZ','A','Yield','Mi_windloss','Mi_ini','Xi_avg','Xi_ini','ProdFact'], dtype =[('Mini', '<f8'), ('Zini', '<f8'), ('Mfin', '<f8'), ('Symb', '<U4'), ('AtomicZ', 'i4'), ('A', 'i4'), ('Yield', '<f8'), ('Mi_windloss', '<f8'), ('Mi_ini', '<f8'), ('Xi_avg', '<f8'), ('Xi_ini', '<f8'), ('ProdFact', '<f8')])
# Uncomment the row below to import in Python with pandas instead through the command: pd.read_csv('tablea4_Z_0.004.dat')
#Mini ,Zini ,Mfin  ,Symb ,AtomicZ ,A  ,Yield          ,Mi_windloss    ,Mi_ini        ,Xi_avg         ,Xi_ini        ,ProdFact
1.0  ,0.004 ,0.61  ,s35  ,16      ,35 ,9.6617418e-21  ,9.6617418e-21  ,0.0           ,2.4773697e-20  ,0.0           ,0.0
1.0  ,0.004 ,0.61  ,fe54 ,26      ,54 ,1.5415935e-10  ,5.5680148e-06  ,5.5678606e-06 ,1.4276961e-05  ,1.4278407e-05 ,-4.3982491e-05
1.0  ,0.004 ,0.61  ,fe55 ,26      ,55 ,3.8430323e-19  ,3.8430323e-19  ,0.0           ,9.8539297e-19  ,0.0           ,0.0
1.0  ,0.004 ,0.61  ,fe56 ,26      ,56 ,3.2014214e-09  ,9.1297232e-05  ,9.129403e-05  ,0.00023409548  ,0.00023411745 ,-4.0772316e-05
1.0  ,0.004 ,0.61  ,fe57 ,26      ,57 ,3.5015546e-11  ,2.2296574e-06  ,2.2296224e-06 ,5.7170705e-06  ,5.7177185e-06 ,-4.9212013e-05
1.0  ,0.004 ,0.61  ,fe58 ,26      ,58 ,9.5496944e-12  ,2.8873137e-07  ,2.8872182e-07 ,7.4033687e-07  ,7.4040793e-07 ,-4.167841e-05
1.0  ,0.004 ,0.61  ,fe59 ,26      ,59 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.0  ,0.004 ,0.61  ,fe60 ,26      ,60 ,8.0100534e-36  ,8.0100534e-36  ,0.0           ,2.05386e-35    ,0.0           ,0.0
1.0  ,0.004 ,0.61  ,fe61 ,26      ,61 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.0  ,0.004 ,0.61  ,co59 ,27      ,59 ,8.412826e-12   ,2.6225104e-07  ,2.6224262e-07 ,6.724386e-07   ,6.725038e-07  ,-4.2118514e-05
1.0  ,0.004 ,0.61  ,co60 ,27      ,60 ,3.4072482e-38  ,3.4072482e-38  ,0.0           ,8.7365343e-38  ,0.0           ,0.0
1.0  ,0.004 ,0.61  ,co61 ,27      ,61 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.0  ,0.004 ,0.61  ,ni58 ,28      ,58 ,1.2687451e-10  ,3.8610769e-06  ,3.8609501e-06 ,9.9001973e-06  ,9.9011504e-06 ,-4.1807853e-05
1.0  ,0.004 ,0.61  ,ni59 ,28      ,59 ,2.2636343e-21  ,2.2636343e-21  ,0.0           ,5.8041906e-21  ,0.0           ,0.0
1.0  ,0.004 ,0.61  ,ni60 ,28      ,60 ,4.7975846e-11  ,1.5291714e-06  ,1.5291234e-06 ,3.9209526e-06  ,3.9213351e-06 ,-4.2351508e-05
1.0  ,0.004 ,0.61  ,ni61 ,28      ,61 ,1.0268484e-07  ,1.6979696e-07  ,6.7112119e-08 ,4.3537685e-07  ,1.7210458e-07 ,0.40307292
1.0  ,0.004 ,0.61  ,ni62 ,28      ,62 ,-1.0435885e-07 ,1.1243678e-07  ,2.1679563e-07 ,2.8829945e-07  ,5.5595797e-07 ,-0.28519815
1.25 ,0.004 ,0.642 ,g    ,0       ,1  ,3.1459835e-09  ,1.0039843e-08  ,6.8938593e-09 ,1.6512899e-08  ,1.1339757e-08 ,0.16321962
1.25 ,0.004 ,0.642 ,n    ,0       ,1  ,-8.5802065e-40 ,-8.5802065e-40 ,0.0           ,-1.4112183e-39 ,0.0           ,0.0
1.25 ,0.004 ,0.642 ,p    ,1       ,1  ,-0.014874369   ,0.44020039     ,0.45507476    ,0.72401381     ,0.7485556     ,-0.014477217
1.25 ,0.004 ,0.642 ,d    ,1       ,2  ,2.4817232e-18  ,2.4817232e-18  ,0.0           ,4.0817819e-18  ,0.0           ,0.0
1.25 ,0.004 ,0.642 ,he3  ,2       ,3  ,0.00019051151  ,0.00019051151  ,0.0           ,0.0003133413   ,0.0           ,0.0
1.25 ,0.004 ,0.642 ,he4  ,2       ,4  ,0.014488026    ,0.16504456     ,0.15055653    ,0.27145487     ,0.24765149    ,0.039856683
1.25 ,0.004 ,0.642 ,li7  ,3       ,7  ,-5.0160354e-10 ,6.3250316e-10  ,1.1341067e-09 ,1.0403013e-09  ,1.8655e-09    ,-0.25363612
1.25 ,0.004 ,0.642 ,be7  ,4       ,7  ,2.9256111e-12  ,2.9256111e-12  ,0.0           ,4.8118605e-12  ,0.0           ,0.0
1.25 ,0.004 ,0.642 ,b8   ,5       ,8  ,6.4218609e-22  ,6.4218609e-22  ,0.0           ,1.0562271e-21  ,0.0           ,0.0
1.25 ,0.004 ,0.642 ,c12  ,6       ,12 ,6.6652981e-05  ,0.00043538757  ,0.00036873459 ,0.000716098    ,0.00060653407 ,0.072117269
1.25 ,0.004 ,0.642 ,c13  ,6       ,13 ,6.5936033e-06  ,1.1031373e-05  ,4.4377698e-06 ,1.8143706e-05  ,7.2997177e-06 ,0.39541996
1.25 ,0.004 ,0.642 ,c14  ,6       ,14 ,1.658252e-11   ,1.658252e-11   ,0.0           ,2.7273883e-11  ,0.0           ,0.0
1.25 ,0.004 ,0.642 ,n13  ,7       ,13 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.004 ,0.642 ,n14  ,7       ,14 ,0.00011963357  ,0.00025398569  ,0.00013435213 ,0.00041773965  ,0.00022099674 ,0.27651983
1.25 ,0.004 ,0.642 ,n15  ,7       ,15 ,-2.2301566e-07 ,3.0756843e-07  ,5.3058409e-07 ,5.0586914e-07  ,8.7276146e-07 ,-0.2368574
1.25 ,0.004 ,0.642 ,o14  ,8       ,14 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.004 ,0.642 ,o15  ,8       ,15 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.004 ,0.642 ,o16  ,8       ,16 ,-1.1669472e-06 ,0.0011657119   ,0.0011668789  ,0.0019172893   ,0.0019194069  ,-0.00047941381
1.25 ,0.004 ,0.642 ,o17  ,8       ,17 ,6.6641996e-07  ,1.1391553e-06  ,4.7273537e-07 ,1.8736107e-06  ,7.7760563e-07 ,0.38191995
1.25 ,0.004 ,0.642 ,o18  ,8       ,18 ,-4.7888352e-07 ,2.1564881e-06  ,2.6353716e-06 ,3.5468556e-06  ,4.334941e-06  ,-0.087139681
1.25 ,0.004 ,0.642 ,o19  ,8       ,19 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.004 ,0.642 ,f17  ,9       ,17 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.004 ,0.642 ,f18  ,9       ,18 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.004 ,0.642 ,f19  ,9       ,19 ,2.6868889e-09  ,5.19567e-08    ,4.9269811e-08 ,8.5455099e-08  ,8.1044249e-08 ,0.023015793
1.25 ,0.004 ,0.642 ,f20  ,9       ,20 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.004 ,0.642 ,ne19 ,10      ,19 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.004 ,0.642 ,ne20 ,10      ,20 ,-7.1158865e-08 ,0.00019689521  ,0.00019696637 ,0.00032384082  ,0.00032399135 ,-0.00020182802
1.25 ,0.004 ,0.642 ,ne21 ,10      ,21 ,1.228284e-08   ,5.1432198e-07  ,5.0203914e-07 ,8.4592432e-07  ,8.2580766e-07 ,0.010452587
1.25 ,0.004 ,0.642 ,ne22 ,10      ,22 ,2.1588439e-06  ,1.799902e-05   ,1.5840176e-05 ,2.9603652e-05  ,2.6055615e-05 ,0.055443965
1.25 ,0.004 ,0.642 ,ne23 ,10      ,23 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.004 ,0.642 ,na21 ,11      ,21 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.004 ,0.642 ,na22 ,11      ,22 ,4.1200764e-28  ,4.1200764e-28  ,0.0           ,6.7764418e-28  ,0.0           ,0.0
1.25 ,0.004 ,0.642 ,na23 ,11      ,23 ,3.8766348e-07  ,4.4501603e-06  ,4.0624968e-06 ,7.3193428e-06  ,6.6824286e-06 ,0.03953775
1.25 ,0.004 ,0.642 ,na24 ,11      ,24 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.004 ,0.642 ,mg23 ,12      ,23 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.004 ,0.642 ,mg24 ,12      ,24 ,-2.4301698e-09 ,6.2641739e-05  ,6.2644169e-05 ,0.00010302918  ,0.00010304382 ,-6.1742423e-05
1.25 ,0.004 ,0.642 ,mg25 ,12      ,25 ,-3.0934643e-08 ,8.2019424e-06  ,8.232877e-06  ,1.3490037e-05  ,1.3542315e-05 ,-0.001679775
1.25 ,0.004 ,0.642 ,mg26 ,12      ,26 ,1.2410965e-08  ,9.4558318e-06  ,9.4434208e-06 ,1.5552356e-05  ,1.5533549e-05 ,0.00052547781
1.25 ,0.004 ,0.642 ,mg27 ,12      ,27 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.004 ,0.642 ,al25 ,13      ,25 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.004 ,0.642 ,al-6 ,13      ,26 ,1.5725663e-08  ,1.5725663e-08  ,0.0           ,2.5864578e-08  ,0.0           ,0.0
1.25 ,0.004 ,0.642 ,al*6 ,13      ,26 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.004 ,0.642 ,al27 ,13      ,27 ,3.3995548e-08  ,7.0985388e-06  ,7.0645433e-06 ,1.1675229e-05  ,1.1620516e-05 ,0.0020399857
1.25 ,0.004 ,0.642 ,al28 ,13      ,28 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.004 ,0.642 ,si27 ,14      ,27 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.004 ,0.642 ,si28 ,14      ,28 ,9.3132257e-10  ,7.9480677e-05  ,7.9479745e-05 ,0.0001307248   ,0.00013073678 ,-3.9788556e-05
1.25 ,0.004 ,0.642 ,si29 ,14      ,29 ,5.4569682e-11  ,4.1697531e-06  ,4.1696985e-06 ,6.8581467e-06  ,6.858766e-06  ,-3.9219012e-05
1.25 ,0.004 ,0.642 ,si30 ,14      ,30 ,6.3232619e-10  ,2.8634806e-06  ,2.8628483e-06 ,4.7096723e-06  ,4.7091189e-06 ,5.1044131e-05
1.25 ,0.004 ,0.642 ,si31 ,14      ,31 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.004 ,0.642 ,si32 ,14      ,32 ,2.1108675e-19  ,2.1108675e-19  ,0.0           ,3.4718215e-19  ,0.0           ,0.0
1.25 ,0.004 ,0.642 ,si33 ,14      ,33 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.004 ,0.642 ,p29  ,15      ,29 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.004 ,0.642 ,p30  ,15      ,30 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.004 ,0.642 ,p31  ,15      ,31 ,1.0027179e-10  ,9.9270198e-07  ,9.9260171e-07 ,1.6327335e-06  ,1.6327374e-06 ,-1.0354401e-06
1.25 ,0.004 ,0.642 ,p32  ,15      ,32 ,5.3886413e-23  ,5.3886413e-23  ,0.0           ,8.8628971e-23  ,0.0           ,0.0
1.25 ,0.004 ,0.642 ,p33  ,15      ,33 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.004 ,0.642 ,p34  ,15      ,34 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.004 ,0.642 ,s32  ,16      ,32 ,-5.7843863e-10 ,4.8177513e-05  ,4.8178092e-05 ,7.9239333e-05  ,7.9248472e-05 ,-5.009224e-05
1.25 ,0.004 ,0.642 ,s33  ,16      ,33 ,1.8505375e-10  ,3.9236087e-07  ,3.9217582e-07 ,6.4533043e-07  ,6.4509271e-07 ,0.00015999758
1.25 ,0.004 ,0.642 ,s34  ,16      ,34 ,-2.3646862e-11 ,2.27399e-05    ,2.2739923e-05 ,3.7401151e-05  ,3.7405054e-05 ,-4.5328699e-05
1.25 ,0.004 ,0.642 ,s35  ,16      ,35 ,2.3020729e-11  ,2.3020729e-11  ,0.0           ,3.7863043e-11  ,0.0           ,0.0
1.25 ,0.004 ,0.642 ,fe54 ,26      ,54 ,-1.6061676e-09 ,8.6787686e-06  ,8.6803748e-06 ,1.4274291e-05  ,1.4278407e-05 ,-0.00012522849
1.25 ,0.004 ,0.642 ,fe55 ,26      ,55 ,1.1622537e-09  ,1.1622537e-09  ,0.0           ,1.9116015e-09  ,0.0           ,0.0
1.25 ,0.004 ,0.642 ,fe56 ,26      ,56 ,-5.7771103e-09 ,0.00014232293  ,0.0001423287  ,0.00023408377  ,0.00023411745 ,-6.2493222e-05
1.25 ,0.004 ,0.642 ,fe57 ,26      ,57 ,4.8917173e-09  ,3.4809052e-06  ,3.4760135e-06 ,5.7251732e-06  ,5.7177185e-06 ,0.00056586089
1.25 ,0.004 ,0.642 ,fe58 ,26      ,58 ,1.8778508e-09  ,4.5199931e-07  ,4.5012146e-07 ,7.4341995e-07  ,7.4040793e-07 ,0.0017631336
1.25 ,0.004 ,0.642 ,fe59 ,26      ,59 ,1.1617881e-38  ,1.1617881e-38  ,0.0           ,1.9108358e-38  ,0.0           ,0.0
1.25 ,0.004 ,0.642 ,fe60 ,26      ,60 ,1.964094e-13   ,1.964094e-13   ,0.0           ,3.230418e-13   ,0.0           ,0.0
1.25 ,0.004 ,0.642 ,fe61 ,26      ,61 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.004 ,0.642 ,co59 ,27      ,59 ,7.6667561e-10  ,4.0960671e-07  ,4.0884004e-07 ,6.736953e-07   ,6.725038e-07  ,0.00076875376
1.25 ,0.004 ,0.642 ,co60 ,27      ,60 ,6.9022297e-19  ,6.9022297e-19  ,0.0           ,1.1352352e-18  ,0.0           ,0.0
1.25 ,0.004 ,0.642 ,co61 ,27      ,61 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.004 ,0.642 ,ni58 ,28      ,58 ,-1.0304575e-09 ,6.0182465e-06  ,6.019277e-06  ,9.8984319e-06  ,9.9011504e-06 ,-0.00011924714
1.25 ,0.004 ,0.642 ,ni59 ,28      ,59 ,8.8151722e-11  ,8.8151722e-11  ,0.0           ,1.4498638e-10  ,0.0           ,0.0
1.25 ,0.004 ,0.642 ,ni60 ,28      ,60 ,-6.0936145e-11 ,2.3838645e-06  ,2.3839254e-06 ,3.9208298e-06  ,3.9213351e-06 ,-5.5969074e-05
1.25 ,0.004 ,0.642 ,ni61 ,28      ,61 ,1.920441e-07   ,2.9667285e-07  ,1.0462876e-07 ,4.879488e-07   ,1.7210458e-07 ,0.45258182
