# Original file from the Supplementary data of Karakas+10 (MNRAS,403,1413) https://cdsarc.unistra.fr/viz-bin/cat/J/MNRAS/403/1413 Submit Data manipulation bugs to GalacticCEM@gmail.com. I added the AtomicZ column
# Data also available for download at  https://academic.oup.com/mnras/article/403/3/1413/1048800#supplementary-data
# (1) Initial Mass M0	(2) Initial Metallicity Z0	(3) Final Mass M1	(4) Species i	(5) Atomic mass of the species i	
# (6) net yield	(7) mass of species i lost in the wind	(8) mass of species i initially present in the wind	
# (9) mass fraction of the average abundance of species i in the wind <X(i)>	(10) initial mass fraction of species i  X0(i)
# (11) production factor, f=log10(<X(i)>/X0(i))
#
# al-6 and al*6 are the ground and metastable state of 26Al, respectively
#
# Note (2): g represents the sum of abundances from ^64^Ni to Bi; an increase in g indicates that neutron captures have occurred 
# beyond the end of the network.
#
#
#table3 = np.genfromtxt('tablea3_Z0.008.dat', delimiter=',', names=['Mini','Zini','Mfin','Symb','AtomicZ','A','Yield','Mi_windloss','Mi_ini','Xi_avg','Xi_ini','ProdFact'], dtype =[('Mini', '<f8'), ('Zini', '<f8'), ('Mfin', '<f8'), ('Symb', '<U4'), ('AtomicZ', 'i4'), ('A', 'i4'), ('Yield', '<f8'), ('Mi_windloss', '<f8'), ('Mi_ini', '<f8'), ('Xi_avg', '<f8'), ('Xi_ini', '<f8'), ('ProdFact', '<f8')])
# Uncomment the row below to import in Python with pandas instead through the command: pd.read_csv('tablea3_Z_0.008.dat')
#Mini ,Zini ,Mfin  ,Symb ,AtomicZ ,A  ,Yield          ,Mi_windloss    ,Mi_ini        ,Xi_avg         ,Xi_ini        ,ProdFact
1.25 ,0.008 ,0.6   ,ne21 ,10      ,21 ,1.0502845e-08  ,1.0841723e-06  ,1.0736694e-06 ,1.6679573e-06  ,1.6519588e-06 ,0.0041857162
1.25 ,0.008 ,0.6   ,ne22 ,10      ,22 ,-4.1586827e-07 ,3.3460201e-05  ,3.3876069e-05 ,5.1477233e-05  ,5.2122065e-05 ,-0.0054064039
1.25 ,0.008 ,0.6   ,ne23 ,10      ,23 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.008 ,0.6   ,na21 ,11      ,21 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.008 ,0.6   ,na22 ,11      ,22 ,7.8328743e-33  ,7.8328743e-33  ,0.0           ,1.2050576e-32  ,0.0           ,0.0
1.25 ,0.008 ,0.6   ,na23 ,11      ,23 ,4.3639375e-07  ,9.1245183e-06  ,8.6881246e-06 ,1.4037721e-05  ,1.3367638e-05 ,0.021241935
1.25 ,0.008 ,0.6   ,na24 ,11      ,24 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.008 ,0.6   ,mg23 ,12      ,23 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.008 ,0.6   ,mg24 ,12      ,24 ,4.6566129e-10  ,0.00013397232  ,0.00013397186 ,0.00020611128  ,0.0002061305  ,-4.0513431e-05
1.25 ,0.008 ,0.6   ,mg25 ,12      ,25 ,-2.2339009e-08 ,1.7584631e-05  ,1.760697e-05  ,2.7053278e-05  ,2.7090264e-05 ,-0.00059332326
1.25 ,0.008 ,0.6   ,mg26 ,12      ,26 ,2.0330845e-08  ,2.021619e-05   ,2.0195859e-05 ,3.110183e-05   ,3.107356e-05  ,0.00039494378
1.25 ,0.008 ,0.6   ,mg27 ,12      ,27 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.008 ,0.6   ,al25 ,13      ,25 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.008 ,0.6   ,al-6 ,13      ,26 ,2.5902422e-09  ,2.5902422e-09  ,0.0           ,3.9849883e-09  ,0.0           ,0.0
1.25 ,0.008 ,0.6   ,al*6 ,13      ,26 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.008 ,0.6   ,al27 ,13      ,27 ,2.9922376e-10  ,1.510865e-05   ,1.510835e-05  ,2.3244078e-05  ,2.3245864e-05 ,-3.3368298e-05
1.25 ,0.008 ,0.6   ,al28 ,13      ,28 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.008 ,0.6   ,si27 ,14      ,27 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.008 ,0.6   ,si28 ,14      ,28 ,-1.0186341e-10 ,0.00016997661  ,0.00016997672 ,0.00026150249  ,0.00026152792 ,-4.2247957e-05
1.25 ,0.008 ,0.6   ,si29 ,14      ,29 ,1.4551915e-11  ,8.9174009e-06  ,8.9173864e-06 ,1.3719079e-05  ,1.3720383e-05 ,-4.1290084e-05
1.25 ,0.008 ,0.6   ,si30 ,14      ,30 ,-5.0022209e-12 ,6.1225305e-06  ,6.1225355e-06 ,9.4192783e-06  ,9.420196e-06  ,-4.2299733e-05
1.25 ,0.008 ,0.6   ,si31 ,14      ,31 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.008 ,0.6   ,si32 ,14      ,32 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.008 ,0.6   ,si33 ,14      ,33 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.008 ,0.6   ,p29  ,15      ,29 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.008 ,0.6   ,p30  ,15      ,30 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.008 ,0.6   ,p31  ,15      ,31 ,3.4106051e-12  ,2.1227982e-06  ,2.1227947e-06 ,3.2658434e-06  ,3.266154e-06  ,-4.1290084e-05
1.25 ,0.008 ,0.6   ,p32  ,15      ,32 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.008 ,0.6   ,p33  ,15      ,33 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.008 ,0.6   ,p34  ,15      ,34 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.008 ,0.6   ,s32  ,16      ,32 ,1.4551915e-11  ,0.00010303449  ,0.00010303447 ,0.00015851459  ,0.0001585299  ,-4.1937295e-05
1.25 ,0.008 ,0.6   ,s33  ,16      ,33 ,5.6843419e-14  ,8.3871379e-07  ,8.3871373e-07 ,1.2903289e-06  ,1.2904536e-06 ,-4.1963183e-05
1.25 ,0.008 ,0.6   ,s34  ,16      ,34 ,3.6379788e-12  ,4.863198e-05   ,4.8631977e-05 ,7.4818432e-05  ,7.4825664e-05 ,-4.1989071e-05
1.25 ,0.008 ,0.6   ,s35  ,16      ,35 ,3.3541353e-20  ,3.3541353e-20  ,0.0           ,5.1602082e-20  ,0.0           ,0.0
1.25 ,0.008 ,0.6   ,fe54 ,26      ,54 ,2.5465852e-11  ,1.856402e-05   ,1.8563995e-05 ,2.8560033e-05  ,2.8562754e-05 ,-4.1367748e-05
1.25 ,0.008 ,0.6   ,fe55 ,26      ,55 ,1.4279278e-18  ,1.4279278e-18  ,0.0           ,2.196812e-18   ,0.0           ,0.0
1.25 ,0.008 ,0.6   ,fe56 ,26      ,56 ,-3.2014214e-10 ,0.00030438622  ,0.00030438654 ,0.00046828651  ,0.00046833229 ,-4.2455064e-05
1.25 ,0.008 ,0.6   ,fe57 ,26      ,57 ,-5.0022209e-12 ,7.4338559e-06  ,7.4338609e-06 ,1.1436702e-05  ,1.1437815e-05 ,-4.2273845e-05
1.25 ,0.008 ,0.6   ,fe58 ,26      ,58 ,-1.1368684e-13 ,9.6263727e-07  ,9.6263739e-07 ,1.4809805e-06  ,1.4811237e-06 ,-4.2014959e-05
1.25 ,0.008 ,0.6   ,fe59 ,26      ,59 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.008 ,0.6   ,fe60 ,26      ,60 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.008 ,0.6   ,fe61 ,26      ,61 ,-4.4023753e-39 ,-4.4023753e-39 ,0.0           ,-6.7728847e-39 ,0.0           ,0.0
1.25 ,0.008 ,0.6   ,co59 ,27      ,59 ,0.0            ,8.7435217e-07  ,8.7435217e-07 ,1.3451572e-06  ,1.3452873e-06 ,-4.1989071e-05
1.25 ,0.008 ,0.6   ,co60 ,27      ,60 ,3.3680209e-39  ,3.3680209e-39  ,0.0           ,5.1815701e-39  ,0.0           ,0.0
1.25 ,0.008 ,0.6   ,co61 ,27      ,61 ,-4.9031101e-36 ,-4.9031101e-36 ,0.0           ,-7.5432464e-36 ,0.0           ,0.0
1.25 ,0.008 ,0.6   ,ni58 ,28      ,58 ,-1.0913936e-11 ,1.2872916e-05  ,1.2872927e-05 ,1.9804487e-05  ,1.9806417e-05 ,-4.2325624e-05
1.25 ,0.008 ,0.6   ,ni59 ,28      ,59 ,7.5934489e-24  ,7.5934489e-24  ,0.0           ,1.1682229e-23  ,0.0           ,0.0
1.25 ,0.008 ,0.6   ,ni60 ,28      ,60 ,-4.0927262e-12 ,5.098299e-06   ,5.0983031e-06 ,7.8435369e-06  ,7.8443018e-06 ,-4.2351508e-05
1.25 ,0.008 ,0.6   ,ni61 ,28      ,61 ,3.95933e-07    ,6.1969382e-07  ,2.2376084e-07 ,9.5337515e-07  ,3.4428072e-07 ,0.44235113
1.25 ,0.008 ,0.6   ,ni62 ,28      ,62 ,-4.0242466e-07 ,3.2040114e-07  ,7.228258e-07  ,4.9292487e-07  ,1.1121472e-06 ,-0.35338154
