# Original file from the Supplementary data of Karakas+10 (MNRAS,403,1413) https://cdsarc.unistra.fr/viz-bin/cat/J/MNRAS/403/1413 Submit Data manipulation bugs to GalacticCEM@gmail.com. I added the AtomicZ column
# Data also available for download at  https://academic.oup.com/mnras/article/403/3/1413/1048800#supplementary-data
# (1) Initial Mass M0	(2) Initial Metallicity Z0	(3) Final Mass M1	(4) Species i	(5) Atomic mass of the species i	
# (6) net yield	(7) mass of species i lost in the wind	(8) mass of species i initially present in the wind	
# (9) mass fraction of the average abundance of species i in the wind <X(i)>	(10) initial mass fraction of species i  X0(i)
# (11) production factor, f=log10(<X(i)>/X0(i))
#
# al-6 and al*6 are the ground and metastable state of 26Al, respectively
#
# Note (2): g represents the sum of abundances from ^64^Ni to Bi; an increase in g indicates that neutron captures have occurred 
# beyond the end of the network.
#
#
#table5 = np.genfromtxt('tablea5_Z0.0001.dat', delimiter=',', names=['Mini','Zini','Mfin','Symb','AtomicZ','A','Yield','Mi_windloss','Mi_ini','Xi_avg','Xi_ini','ProdFact'], dtype =[('Mini', '<f8'), ('Zini', '<f8'), ('Mfin', '<f8'), ('Symb', '<U4'), ('AtomicZ', 'i4'), ('A', 'i4'), ('Yield', '<f8'), ('Mi_windloss', '<f8'), ('Mi_ini', '<f8'), ('Xi_avg', '<f8'), ('Xi_ini', '<f8'), ('ProdFact', '<f8')])
# Uncomment the row below to import in Python with pandas instead through the command: pd.read_csv('tablea5_Z_0.001.dat')
#Mini ,Zini ,Mfin  ,Symb ,AtomicZ ,A  ,Yield          ,Mi_windloss    ,Mi_ini        ,Xi_avg         ,Xi_ini        ,ProdFact
1.0  ,0.0001 ,0.72  ,ni60 ,28      ,60 ,1.0275514e-10  ,2.7541603e-08  ,2.7438848e-08 ,9.8362875e-08  ,9.8013501e-08 ,0.0015453319
1.0  ,0.0001 ,0.72  ,ni61 ,28      ,61 ,7.9472349e-09  ,9.1515062e-09  ,1.2042713e-09 ,3.2683953e-08  ,4.3017425e-09 ,0.88069016
1.0  ,0.0001 ,0.72  ,ni62 ,28      ,62 ,-2.2508742e-09 ,1.6393433e-09  ,3.8902175e-09 ,5.854798e-09   ,1.3896132e-08 ,-0.37538204
1.25 ,0.0001 ,0.668 ,g    ,0       ,1  ,4.8815485e-09  ,5.0464908e-09  ,1.6494223e-10 ,8.6709457e-09  ,2.8343647e-10 ,1.4856107
1.25 ,0.0001 ,0.668 ,n    ,0       ,1  ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.0001 ,0.668 ,p    ,1       ,1  ,-0.029883474   ,0.4181523      ,0.44803578    ,0.71847475     ,0.76990402    ,-0.030025078
1.25 ,0.0001 ,0.668 ,d    ,1       ,2  ,2.7917968e-18  ,2.7917968e-18  ,0.0           ,4.7969014e-18  ,0.0           ,0.0
1.25 ,0.0001 ,0.668 ,he3  ,2       ,3  ,0.00013304637  ,0.00013304637  ,0.0           ,0.000228602    ,0.0           ,0.0
1.25 ,0.0001 ,0.668 ,he4  ,2       ,4  ,0.025842562    ,0.15968882     ,0.13384625    ,0.2743794      ,0.2300012     ,0.076621421
1.25 ,0.0001 ,0.668 ,li7  ,3       ,7  ,-9.5209463e-10 ,1.3350905e-10  ,1.0856037e-09 ,2.2939699e-10  ,1.8655e-09    ,-0.91020751
1.25 ,0.0001 ,0.668 ,be7  ,4       ,7  ,5.6262053e-13  ,5.6262053e-13  ,0.0           ,9.6670187e-13  ,0.0           ,0.0
1.25 ,0.0001 ,0.668 ,b8   ,5       ,8  ,1.479327e-26   ,1.479327e-26   ,0.0           ,2.5417989e-26  ,0.0           ,0.0
1.25 ,0.0001 ,0.668 ,c12  ,6       ,12 ,0.0037244316   ,0.003733254    ,8.8223305e-06 ,0.0064145257   ,1.5160279e-05 ,2.6264572
1.25 ,0.0001 ,0.668 ,c13  ,6       ,13 ,4.8372362e-07  ,5.899015e-07   ,1.061779e-07  ,1.0135765e-06  ,1.8245595e-07 ,0.74469852
1.25 ,0.0001 ,0.668 ,c14  ,6       ,14 ,2.7769462e-10  ,2.7769462e-10  ,0.0           ,4.771385e-10   ,0.0           ,0.0
1.25 ,0.0001 ,0.668 ,n13  ,7       ,13 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.0001 ,0.668 ,n14  ,7       ,14 ,1.9784671e-05  ,2.2999175e-05  ,3.214504e-06  ,3.9517479e-05  ,5.5237988e-06 ,0.85455143
1.25 ,0.0001 ,0.668 ,n15  ,7       ,15 ,1.540462e-09   ,1.4235197e-08  ,1.2694735e-08 ,2.4459101e-08  ,2.1814614e-08 ,0.049692959
1.25 ,0.0001 ,0.668 ,o14  ,8       ,14 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.0001 ,0.668 ,o15  ,8       ,15 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.0001 ,0.668 ,o16  ,8       ,16 ,9.5367177e-05  ,0.00012328588  ,2.7918699e-05 ,0.0002118314   ,4.7975449e-05 ,0.64497125
1.25 ,0.0001 ,0.668 ,o17  ,8       ,17 ,7.6329478e-08  ,8.7640124e-08  ,1.1310648e-08 ,1.505844e-07   ,1.94362e-08   ,0.88916862
1.25 ,0.0001 ,0.668 ,o18  ,8       ,18 ,-1.5389304e-08 ,4.76645e-08    ,6.3053804e-08 ,8.1897767e-08  ,1.0835156e-07 ,-0.12156311
1.25 ,0.0001 ,0.668 ,o19  ,8       ,19 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.0001 ,0.668 ,f17  ,9       ,17 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.0001 ,0.668 ,f18  ,9       ,18 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.0001 ,0.668 ,f19  ,9       ,19 ,1.5878395e-07  ,1.5996278e-07  ,1.1788275e-09 ,2.7485012e-07  ,2.0256954e-09 ,2.1325219
1.25 ,0.0001 ,0.668 ,f20  ,9       ,20 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.0001 ,0.668 ,ne19 ,10      ,19 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.0001 ,0.668 ,ne20 ,10      ,20 ,3.8050712e-07  ,5.0931171e-06  ,4.71261e-06   ,8.7510598e-06  ,8.0981417e-06 ,0.033675272
1.25 ,0.0001 ,0.668 ,ne21 ,10      ,21 ,4.5123549e-08  ,5.713532e-08   ,1.2011769e-08 ,9.8170652e-08  ,2.0641007e-08 ,0.67725074
1.25 ,0.0001 ,0.668 ,ne22 ,10      ,22 ,6.5351633e-05  ,6.5730623e-05  ,3.7899147e-07 ,0.00011293921  ,6.5125835e-07 ,2.2390914
1.25 ,0.0001 ,0.668 ,ne23 ,10      ,23 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.0001 ,0.668 ,na21 ,11      ,21 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.0001 ,0.668 ,na22 ,11      ,22 ,1.189212e-31   ,1.189212e-31   ,0.0           ,2.0433195e-31  ,0.0           ,0.0
1.25 ,0.0001 ,0.668 ,na23 ,11      ,23 ,2.7230726e-07  ,3.6950641e-07  ,9.7199141e-08 ,6.3489074e-07  ,1.6702687e-07 ,0.57991266
1.25 ,0.0001 ,0.668 ,na24 ,11      ,24 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.0001 ,0.668 ,mg23 ,12      ,23 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.0001 ,0.668 ,mg24 ,12      ,24 ,2.5938562e-08  ,1.5247606e-06  ,1.498822e-06  ,2.6198634e-06  ,2.5755735e-06 ,0.0074047204
1.25 ,0.0001 ,0.668 ,mg25 ,12      ,25 ,1.447294e-07   ,3.417089e-07   ,1.969795e-07  ,5.8712868e-07  ,3.3848926e-07 ,0.23918842
1.25 ,0.0001 ,0.668 ,mg26 ,12      ,26 ,1.4009277e-07  ,3.6603569e-07  ,2.2594293e-07 ,6.289273e-07   ,3.8825999e-07 ,0.20947783
1.25 ,0.0001 ,0.668 ,mg27 ,12      ,27 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.0001 ,0.668 ,al25 ,13      ,25 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.0001 ,0.668 ,al-6 ,13      ,26 ,9.1887464e-10  ,9.1887464e-10  ,0.0           ,1.5788224e-09  ,0.0           ,0.0
1.25 ,0.0001 ,0.668 ,al*6 ,13      ,26 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.0001 ,0.668 ,al27 ,13      ,27 ,1.8154338e-08  ,1.8718032e-07  ,1.6902598e-07 ,3.2161566e-07  ,2.9045401e-07 ,0.044259802
1.25 ,0.0001 ,0.668 ,al28 ,13      ,28 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.0001 ,0.668 ,si27 ,14      ,27 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.0001 ,0.668 ,si28 ,14      ,28 ,1.3693807e-08  ,1.9153231e-06  ,1.9016293e-06 ,3.2909331e-06  ,3.2677567e-06 ,0.0030693512
1.25 ,0.0001 ,0.668 ,si29 ,14      ,29 ,1.8436239e-09  ,1.0160767e-07  ,9.9764044e-08 ,1.7458362e-07  ,1.7143438e-07 ,0.0079055605
1.25 ,0.0001 ,0.668 ,si30 ,14      ,30 ,5.2428817e-09  ,7.3739287e-08  ,6.8496405e-08 ,1.266998e-07   ,1.1770411e-07 ,0.031984288
1.25 ,0.0001 ,0.668 ,si31 ,14      ,31 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.0001 ,0.668 ,si32 ,14      ,32 ,1.4767257e-17  ,1.4767257e-17  ,0.0           ,2.5373292e-17  ,0.0           ,0.0
1.25 ,0.0001 ,0.668 ,si33 ,14      ,33 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.0001 ,0.668 ,p29  ,15      ,29 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.0001 ,0.668 ,p30  ,15      ,30 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.0001 ,0.668 ,p31  ,15      ,31 ,4.3550408e-09  ,2.8103992e-08  ,2.3748951e-08 ,4.8288644e-08  ,4.0810161e-08 ,0.073076718
1.25 ,0.0001 ,0.668 ,p32  ,15      ,32 ,3.7697989e-21  ,3.7697989e-21  ,0.0           ,6.4773174e-21  ,0.0           ,0.0
1.25 ,0.0001 ,0.668 ,p33  ,15      ,33 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.0001 ,0.668 ,p34  ,15      ,34 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.0001 ,0.668 ,s32  ,16      ,32 ,-4.123649e-09  ,1.1485836e-06  ,1.1527072e-06 ,1.9735112e-06  ,1.9808103e-06 ,-0.0016033041
1.25 ,0.0001 ,0.668 ,s33  ,16      ,33 ,1.9077717e-10  ,9.5739612e-09  ,9.383184e-09  ,1.6450105e-08  ,1.612405e-08  ,0.0086945612
1.25 ,0.0001 ,0.668 ,s34  ,16      ,34 ,5.1727511e-11  ,5.4412624e-07  ,5.4407451e-07 ,9.349248e-07   ,9.3493685e-07 ,-5.5914052e-06
1.25 ,0.0001 ,0.668 ,s35  ,16      ,35 ,3.0293373e-10  ,3.0293373e-10  ,0.0           ,5.2050469e-10  ,0.0           ,0.0
1.25 ,0.0001 ,0.668 ,fe54 ,26      ,54 ,-3.3982417e-09 ,2.0428809e-07  ,2.0768633e-07 ,3.5101044e-07  ,3.5688785e-07 ,-0.0072117373
1.25 ,0.0001 ,0.668 ,fe55 ,26      ,55 ,8.0056201e-10  ,8.0056201e-10  ,0.0           ,1.375536e-09   ,0.0           ,0.0
1.25 ,0.0001 ,0.668 ,fe56 ,26      ,56 ,-2.9760031e-08 ,3.3755909e-06  ,3.405351e-06  ,5.7999841e-06  ,5.8517503e-06 ,-0.0038589861
1.25 ,0.0001 ,0.668 ,fe57 ,26      ,57 ,6.189012e-09   ,8.9355979e-08  ,8.3166967e-08 ,1.5353261e-07  ,1.4291398e-07 ,0.031125933
1.25 ,0.0001 ,0.668 ,fe58 ,26      ,58 ,8.2146352e-09  ,1.8984224e-08  ,1.0769589e-08 ,3.2618942e-08  ,1.8506446e-08 ,0.24614686
1.25 ,0.0001 ,0.668 ,fe59 ,26      ,59 ,9.13002e-41    ,9.13002e-41    ,0.0           ,1.5687256e-40  ,0.0           ,0.0
1.25 ,0.0001 ,0.668 ,fe60 ,26      ,60 ,6.0132255e-10  ,6.0132255e-10  ,0.0           ,1.0332002e-09  ,0.0           ,0.0
1.25 ,0.0001 ,0.668 ,fe61 ,26      ,61 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.0001 ,0.668 ,co59 ,27      ,59 ,1.8803004e-09  ,1.1662191e-08  ,9.7818909e-09 ,2.0038129e-08  ,1.6809187e-08 ,0.076310493
1.25 ,0.0001 ,0.668 ,co60 ,27      ,60 ,2.1131761e-15  ,2.1131761e-15  ,0.0           ,3.6308868e-15  ,0.0           ,0.0
1.25 ,0.0001 ,0.668 ,co61 ,27      ,61 ,0.0            ,0.0            ,0.0           ,0.0            ,0.0           ,0.0
1.25 ,0.0001 ,0.668 ,ni58 ,28      ,58 ,-2.3641462e-09 ,1.4165285e-07  ,1.4401699e-07 ,2.4338976e-07  ,2.474786e-07  ,-0.0072353468
1.25 ,0.0001 ,0.668 ,ni59 ,28      ,59 ,2.6009075e-11  ,2.6009075e-11  ,0.0           ,4.4689131e-11  ,0.0           ,0.0
1.25 ,0.0001 ,0.668 ,ni60 ,28      ,60 ,1.2006431e-09  ,5.8238346e-08  ,5.7037703e-08 ,1.0006588e-07  ,9.8013501e-08 ,0.0090001458
